formula,target
H8Ba4,0.26
DyPt2Si2,0.46
Dy2Sb2Zr2,0.31
B2ErIr3,0.28
Bi2ErIO4,0.26
Ba2CuF6,0.32
F3RbV,0.27
F12K4Mn4,0.31
Cs3F6Tl,2.5
Fe2P8,0.17
As2Cr2,0.2
Cu6I6,0.29
Al6Ca6Si6,0.22
Au2Tb,0.34
Mg4Si2,0.41
MgY,0.29
Cu2InZr,0.31
LiScZr,3.7
C2Br2Y2,0.31
Be2NiRh,0.27
GaIr2Mg,0.28
AgHo2In,0.33
Ag2CdTh,0.39
Mo2N2Ta2,0.26
Cd6Na2,0.29
InSb3,0.47
ErSmTl2,0.35
Cl6NaRb2Sb,0.31
SSn,0.56
Se2Ti2,0.24
B2Co3Zr,0.27
Ir2Sb2,0.34
BMg6V,-0.24
CsMn2P2,0.25
Ga3Hf,0.22
Nb3Te6,0.22
Nd4,0.25
Hf5Te4,0.3
F3La,-0.76
C3Ce2Mo2,0.25
Ba2Cu2P2,0.23
Ca,0.5
AsY,1.46
O16P4V4,0.24
BaCoO5Sm2,0.29
C2CeNi,0.29
As4Rh4V4,0.32
InOPr3,0.24
CeSb,0.42
Bi8O12,0.08
Al5Cu5,0.25
Pd4Si4,0.33
C2B2Mo4,0.26
O8Si4,0.16
F16Te4,0.26
P2Ru2Yb,0.18
ClTl,0.36
Au4Br4,0.34
Ni2Se2,0.35
Ir2Si2Tb,0.25
AlFe2V,0.24
As2Mg2Na2,0.25
H3EuPd,0.33
ErO2Tl,0.31
BiO4Sn,0.37
KO2Yb,0.36
Cu4Li4S4,0.34
Ge2,0.27
AlO4P,0.13
GaLiO2,0.23
F6RbRu,0.9
Ac2CuIr,0.41
K2PtSe2,0.28
CuLiPd2,0.34
LiOsY2,0.31
BiPd2Pm,0.5
Ag2AlY,0.4
AgLi3,0.43
Si6Tb4,0.3
HgO3Sr,0.22
As2Fe2Rb,0.27
BiNa3,0.3
Ir2LiNp,0.42
O5P2,0.24
SiTi2,0.55
C3Ta4,0.31
Li10N8Os2,0.27
C2PdRb2,0.31
Ge2V6,0.37
CsO2,0.37
O12W4,0.01
O16W6,0.26
Ni2O12Sr4W2,0.33
Al4Ce2,0.22
Hg4Th2,0.27
Br4Ca2,0.3
CdTe,0.33
Rh4Sb12,0.26
Er6O9,0.3
O4Zr2,0.37
Cu8P16Si2,0.25
AsCuSe2,0.35
B2DyRu3,0.28
Al3O12P3,0.08
CaNi2P2,0.23
O12Pb4Sn4,0.31
C14B56,0.17
CeCu2Si2,0.2
Cu2I2,0.24
H6PtRb2,0.28
S4Si2,0.19
AlO3Yb,0.29
F6PtRb2,0.3
CaPmPt2,0.33
Mg2PdRh,0.29
Hf2MoRh,0.31
Pd3Zn,0.37
CuPm2Si,0.33
Ac2SiZn,0.29
Al4Na4O8,0.27
Rb3Tc,1.06
CH6I3NPb,0.31
FeRu2V,0.3
CaCl6Cs2Na,0.33
N2Rh2,0.37
Hf2Si2V2,0.31
S4Zn4,0.29
Al4Ru2,0.24
LiO2Rh,0.32
Ca8Mn4O16,0.28
Mn2O8W2,0.31
Br2I2,0.29
PdSc,0.35
Al2Mg2Se5,0.23
In2Se4Zn,0.26
NiSbSc,0.24
Mg2P8,0.24
N8O24Sr4,0.34
NiS4V2,0.26
C4O8,0.26
AlF4Tl,0.31
Ag2Er2Sn2,0.26
Re8Y4,0.37
InPt2Zr,0.45
In3MgSr,0.24
O6Sm4,0.3
F12Hg4K4,0.38
O2SeTm2,0.28
Ca2Pt4,0.31
IrLiSc2,0.33
CrIrTi2,0.32
AlDy2Li,0.25
FeLiRh2,0.32
GePm2Zn,0.31
Ag2CaLa,0.32
Ag2CdHo,0.49
Ag6Mg2,0.34
MnSiTc2,0.33
Au2CdMg,0.38
Rh2TmZn,0.34
GaTc2U,0.27
AgHgLu2,0.36
Cu2TiZn,0.35
DyMgTl2,0.44
Cu2HfZn,0.35
LuMg2Y,0.27
BiKTl2,0.38
Pb2Ti6,0.42
BeGaIr2,0.27
Al2PtRu,0.29
Te4TiZr,0.18
Al2As4K4Na2,0.18
In2Nb2O8,0.34
Ca3GeO,0.13
Au6Sc2,0.48
Os2Ru6,0.25
PrTl2Tm,0.35
Er2LiTl,0.27
Li3Sm,0.51
Al2LiOs,0.3
AuPm2Pt,0.38
Ag2AuCd,0.41
CeZn,0.3
La4Na2O12Ru2,0.38
BErPd3,0.47
GePtTi,0.34
CuKO,0.99
AsPr,5.22
Be2Ge2P4,0.15
BSc3Tl,0.21
Mn2S4,0.14
AlNO3Sm2,0.23
Ba12N48Ta24,0.24
AgSc,0.33
Zn4Zr2,0.26
O16Sn8Ti4,0.39
Cd2O7V2,0.36
Os4Pr2,0.64
B2ErRu3,0.29
Al8Fe4Y,0.22
Cd2P4Sn2,0.28
AlF4K,0.37
O4SZn,0.44
Sb4Ti12,0.28
Hg2Yb,0.34
Co2P2Sm,0.17
Fe3NRh,0.32
CoInSi2,2.94
CaIn2Te4,0.28
CTb2,0.31
BiCuLi2O4,0.27
Gd4O14Zr4,0.27
Fe2Se4,0.19
KO2Tl,0.36
OsTa2V,0.33
MnRu2Sb,0.3
AgHgLi2,0.41
GaIr2Sc,0.3
AgV3,0.38
HoSmZn2,0.32
Yb3Zr,0.26
H6AlCs2In,0.44
CrNb3,0.35
Ge4Mg4Sr4,-0.03
NbS2,0.2
Mg6MoSr,0.25
OZr,0.54
Mg2Si4,-0.17
Ag4O6,0.38
Ir3Nb,0.23
N3Ta3,0.28
Nb8O24Zn4,0.32
CPbSm3,0.41
Au4Pb2,0.29
AsIn,0.28
Co4Ge4Sm4,0.25
Cr4Fe2S8,0.39
Tl3U,0.19
Au2Dy2Ge2,0.28
Cu4InTb,0.27
O16Pb8Sn4,0.34
Ag2I2,0.39
InPd3,0.31
P2Pd2Sr,0.3
B2F8Na2,0.3
Ga2IrLi,0.35
Ag2Ge2Pr,0.25
O7Si2Y2,0.31
RhYb,0.31
Bi2Se2,0.18
Pd2Si2Tm,0.33
Cl2In2,0.29
Rh2Zr4,0.47
Ag2Al2S4,0.35
CrGaTe,0.5
F3RbYb,0.28
CdNaO2,0.32
Be4Mn8O16,0.41
Hf4O4S4,0.32
Na5O6Re,0.27
F3Pm,0.36
Ag2LaYb,0.33
GaIr2Ti,0.32
Mo3Si6,0.21
Ga3Sc,0.3
O3RbTe,0.23
Na2RbSb,0.18
H3Hf,0.21
Cl6InRb2Tl,0.35
C2Al2Cr4,0.21
NRu,0.27
HoLi3Sb2,0.18
Cu2Ho2Sn2,0.21
CoGa5Hf,0.27
Be4Nb6,0.3
Ni2V,0.32
Ir4Th2,0.35
Al4Pr2,0.23
Co2V6,0.28
Gd2O8Pd4,0.34
C2Co2Y2,0.32
Li4Pr2Sb4,0.26
BeCo,0.25
HoNi2P2,0.22
Ga32Ni24,0.3
IrY,0.33
Nd2Zn4,0.33
Dy4O12Sc4,0.29
Al2O6Pr2,0.22
Re4S4Te4,0.32
Bi2BrGdO4,0.26
Br12Cs4Pb4,0.33
Co7Mo6,0.29
Fe8Nb4,0.31
Ag8Se4,0.4
Pd2Tl4,0.38
O32Si16,0.3
B2Co2Ho,0.23
Yb2Zn4,0.3
Cs2HgO2,0.31
O6Re2,0.28
Ni4Sc2,0.32
BaHg2Pb,0.37
NbSiTc2,0.34
Cd2LiPd,0.39
Ba2CuO3,0.29
CF2Ho2,0.25
O3OsZr,1.5
NdP3,2.42
F7KTi2,0.29
Li4Mg2,0.39
AlRu2Zr,0.35
Be3Tc,4.24
Pr3Yb,0.28
Be3Fe,0.28
N16Sr24,0.31
S6Zn6,0.29
Cu2Mg2O4,0.29
Ba8Li4Si12,0.42
As2Ti2,0.27
CoMnTe,0.25
Br6Cs2Pb2,0.31
C3N,0.86
HgO3Zr,0.37
BPd3Sc,0.5
B2DyIr3,0.28
Cd2Mg2,0.3
MnZn,0.57
N3Ta3,0.25
C6Sc8,0.25
CaGe2Ir2,0.2
Cu2Ho2Pb2,0.24
InNbSe2,0.31
BiNd,0.25
MgSm,0.28
C5Nb6,0.22
La2Ru2Si4,0.29
Hf6Rh6Sn6,0.31
Mo6Sn12,0.25
Ba2Bi2Cu2,0.23
F18La6,0.33
Ba2O4Sn,0.27
CdS,0.3
Mn16Si28,0.22
Ni4Pd4Te4,0.36
Mn6P24,0.17
Nb4Se8,0.21
MnNiSb,0.32
H4Na2Pd,0.28
Se2V,0.2
Al4Pd4,0.31
NaO2Sm,0.23
CdLa,0.33
As4Pd8,0.39
CaPd2Pm,0.33
Mg2Mo2N4,0.2
Br6Dy2,0.25
Hg2NaNd,0.35
AlPaTc2,0.4
MgOsTm2,0.37
Ba2Sn2,0.26
BLiO4Si,0.18
C10Y8,0.28
HfZn2Zr,0.29
CdHgLi2,0.11
CrMg3,0.33
AgPm2Zn,0.31
Hg2PmSm,0.38
Co2Sb4,0.23
NRe,0.54
BiCa3Sb,0.25
N6Ru2Sr6,0.26
O5S2Tb2Ti2,0.31
FeSb2Sc6,0.24
Al3Ce3Ni3,0.3
B2Ti,0.13
Al3Er2Si2,0.21
Al4Er2,0.2
Ge6N8,0.3
Rh3Se8,0.25
AlCu2Sc,0.32
Fe2LuO4,0.34
Co2Mo2O8,0.34
AgLa,0.39
As2Cr4,0.31
Ir4Sn4Sr3,0.35
Au2Er,0.33
B2Ni4,0.32
Cu5Y,0.33
Co2Ti4,0.44
Lu2NiSn6,0.25
C2Na2Pd,0.31
Bi2BrO4Yb,0.32
Ga2Lu3Mn3Si,0.24
CB2Ni2Tb,0.33
AlWZr,0.37
AgMoZr,0.57
O14V8,0.3
O8U2Y2,0.22
Ag2O4Sm2,0.38
Li5S4Sb,0.23
CaF6Pt,0.14
AlFeRh2,0.41
BeGeRu2,0.34
LiPm2Ru,0.35
Au6La2,0.36
TeY,0.25
CrRuV2,0.31
GaRh2Ti,0.63
Ce3N6Ta2,0.29
Ru3Ta,0.31
Cu6Se4Tl2,0.34
Ge2O8Th2,0.33
Mg3Pb,0.39
Mg2PrYb,0.28
Ge8Li8,0.26
GaMn3,0.34
OsSi,0.31
C6Li,0.19
CN2,0.21
AsPt5Zn,0.33
Ni5Sm,0.27
PrZn5,0.27
Al2Th4,0.38
Ni2O6Ti2,0.3
As2Pb4Pd6,0.36
IrSn2,0.35
H6RuSr2,-0.05
B2N2,0.12
B6O9,0.1
Co2Dy4Si4,0.24
O18W6,0.27
Li12N8W2,0.18
H4BrN,-0.15
B2Co2Dy,0.23
K2O2Pd,0.35
Al10Mo2,0.19
CsI3Sn,0.28
Ni6O8,0.27
Cr8Te16,0.3
NaO2Ti,0.21
Co4O12Zr4,0.36
Ag4O4Rb4,0.31
Au2BiPm,0.5
IrNbTa2,0.3
Na3Sn,0.51
CdSm2Tl,0.34
S8Tc4,0.22
FeSbZr,0.29
La6Li2,0.35
Bi2O5Rb2,0.25
MgPbRh2,0.55
Ir4V4,0.28
H2O7SrTa2,0.09
Ge2Hf2V2,0.27
Cl4Cs2Mn,0.24
Al4Lu2,0.2
Ge2Ni4Sr2,0.31
CoMn2Si,0.31
Pd8Sn16,0.33
B2Er,0.14
Au2InU,0.39
Ir4Si4Ta4,0.29
BrLi,0.2
H2Ta,0.37
Si2Sr2,0.22
Au4O6,0.3
B4Cu4Ir4,0.34
Cu4NaS4,0.34
C4FeSc3,0.22
Ag4Te2,0.35
As2BaRu2,0.28
AlRu,0.28
Bi2IO4Tm,0.26
Nb4S12,0.24
N8Si6Sr,0.23
Ag2Cl4Cs2,0.37
Br6Ce2,0.28
Dy2Zn4,0.27
Al6Hf6Pt6,0.3
Cl4O8Pb2,0.28
Al3NdNi2,0.28
AlNi2Ti,0.34
Hg4O14Pt4,0.34
O3SnTa,0.42
Ir2MgZr,0.31
Ca2HgLi,0.21
AuBiCa2,0.26
Pd4Si4Sr4,0.36
CuO3Sc,0.31
Li2PbTl,1.32
GaPm2Zn,0.28
As3Sn,0.85
Ce3Zn,0.33
F6InNaTl2,0.36
GeSn,0.26
BaO3Ti,0.44
LiS2Sn,0.24
BiPu,0.46
Ca6Ge2O,0.14
Ga5NiSc,0.3
Ag2Zr2,0.31
Be8Re4,0.21
OPbYb3,0.17
Dy2O2S,0.28
Au2Ga2Zr2,0.29
Ge2Na4Zn2,0.22
O2Zr,0.31
Al2Li3,0.16
Eu2Pd4,0.31
Mn5O8,0.33
Ni3O6Te,0.29
Sn2V6,0.81
H12B4O12,0.29
Al2Mo6,0.27
Ni31Si12,0.35
Cr2NiS4,0.27
O24Se8,0.24
Al8Zr4,0.19
CaI2,0.23
Bi2Pb2Pd4,0.37
Ir3Li,0.3
PtSnU,0.35
Cl2K2O4,0.36
GeRh3Sm2,0.34
Pb4Rh2,0.33
Ni4Sb2Te4,0.29
Ba2Pd2S4,0.34
Cu2NiSn,0.35
AlNbNi2,0.39
Be2O4Zn2,0.28
As2LiO7Sc,0.29
Cl4Pt2,0.28
Rh4Th2,0.4
BiNSr3,0.17
Co2In9K,0.24
B2N2,0.21
Mo4O8,0.26
P,0.6
Ca2Ga2N2,0.14
N6Rb2,0.27
Br2O2Tm2,0.2
Li4Na4O4,0.28
Cs2O4Sm2,0.28
AcRbTe2,0.48
Au6Mg2,0.38
Mg2Y4,0.31
Au2NdPb,0.39
Li2TlY,0.33
PdTcTi2,0.34
Hg2SmYb,0.28
AcAg,0.32
CaMgTl2,0.31
Au2DyMg,0.4
K3Sc,1.23
AcO3Rb,0.28
Al16Ca8O32,0.31
Ge9Pd25,0.2
Co3Fe,0.31
AlTc2,0.26
AlAu2,0.4
Pt5SiSn,0.33
Ag2Pr2Si4,0.24
Ni3Sb,0.47
BaO2,0.28
W8,0.3
C4B4Ca2,0.23
Ga4Se4,0.24
Co2La2O2P2,0.32
C6N8,0.2
As4Cu2,0.38
Ir6Sn14,0.25
K4O6Pb2,0.31
IK,0.26
Br4MnRb2,0.35
Bi2CaMg2,0.24
Ba2O3Pd,0.28
As2BeK4,0.31
B4F16Rb4,0.32
Pd2Si2Sm,0.31
O6Ti4,0.32
C4CoSc3,0.23
Fe2Si2Y,0.26
Co4O10Sr4,0.28
BaCeO3,0.3
Pd6Te4,0.39
Bi2Ga2O6,0.31
As4Ru2,0.22
Mg2Mn2O6,0.26
Co3MnO8,2.07
Be4N8Si4,0.17
Ho2InZn,0.28
BeRu2W,0.31
Co2HfIn,0.29
AlMnOs2,0.26
GaMgNi2,0.37
InRh2Tm,0.33
AlMn2Ti,0.27
SbTc2Ti,0.31
CuRh2Ta,0.39
PbPtTi,0.35
K4Ni2P4,0.23
AgHgPr2,0.35
Au2CdNd,0.54
NbTi3,0.41
Cu3Na,0.4
AcHg2Tl,0.39
Al6O9,0.46
H6AlCs2Tl,0.13
Sb4Ta2,0.31
Al8Zr12,0.09
C2Zr2,0.26
InNiTi2,0.43
Mg6SrZr,0.21
CrN3U2,0.3
CaZn,0.31
HoIr,0.34
C4Si4,0.16
Ca3GeN,0.23
Pd3Pr3Zn3,0.34
MgS,0.22
NPt,0.49
Ir3Nd,0.31
InPt2Sc,0.48
CoGeMn2,0.3
NbS,0.27
O2Sr,0.27
Al2Cl2O2,0.21
Br2O2Sm2,0.17
Ge2Sb2Te5,0.26
F6Li2Zr,0.25
Ge2O4,0.25
Co2S2Tl,0.31
C2Co2N4,0.32
Ca9N6,0.31
Cd2I4,0.28
As2Co2K,0.23
Sn2Yb4,0.2
Se4Ti4,0.26
Co2In5Zr4,0.25
C2BN,0.09
BBe2Mg,-3.06
H6Mg2Ru,0.21
O8V4,0.27
Hg2Mg6,0.34
Li2Lu2O4,0.25
Cu2Na4P2,0.25
Al12O18,0.22
As12Rh4,0.24
AgEr2Tl,0.34
ErGaRh2,0.35
Be3Ru,0.22
GeRu2Ti,0.28
CaHg2Mg,0.33
LiSr3,0.17
CoFeGaTi,0.26
SmTe2Tl,0.25
NW,0.69
NV,0.16
BeP2Si,1.24
IrMgO3,0.48
MgPdSb,0.34
CaMg6Nb,0.26
Ga4Ti2Tm,0.26
Br2O4Pr2,0.31
Mg2N2Sr,0.2
Pd3Rb2S4,0.35
CCaPd3,0.45
Pt,0.41
Al2Cu6,0.35
O6Sn2Sr2,0.25
B2CaO6Sn,0.24
Ba8Si16,0.25
B105,0.16
B4Re2,0.18
CaMoO6Sr2,0.27
Fe2Te4,0.19
Cr4P4,0.18
Bi2Er6Mn,0.25
H8Sr4,0.23
Dy2Mn4,0.23
PRh2,0.34
Al24Fe16Si24,0.24
C4B2N2,0.08
Al3LaPd2,0.32
Ni2Se2Tl,0.34
Co2Ge2Y,0.28
As4Cd2Ge2,0.28
Fe4N,0.37
Ba4La2O12Ta2,0.33
Be24P16,0.19
Sb4Ti2,0.25
Ag2BaSe4Sn,0.33
CoCrNb,0.49
AlB4Cr3,0.21
Br,1.14
Ba8Ge4O16,0.3
O3PrTl,0.37
N4Nb4O4,0.33
Al4O6,0.32
Na2O4U,0.3
Al2Se4Zn,0.24
CaLaMg2,0.27
PtRuSc2,0.32
Au2LiPm,-1.56
LiPm2Rh,0.35
Zn6Zr2,0.33
Ru2ScV,0.3
Sn46,0.27
CaMgSn,0.43
CuPt2Zn,0.39
AgSm2Tl,0.38
FHg3,0.53
CaCsO3,0.11
In2LaPr,0.32
CaO3Rh,0.34
Ge2Ru2Sm2,0.29
DyInPt4,0.34
Al3Ni2,0.23
C4Ti8,0.26
AlSm3,0.26
Ir2Mo2,0.26
Li2S,0.18
Co4O24Pt12,0.33
Br6Cs2V2,0.31
Cd3Ce,0.33
Cs4Mn6S8,0.29
Li4O6Ti2,0.21
Si8Sr4,0.28
Nb10Si6,0.34
Ge3Li3Zn3,0.24
Li12Mn2S8,0.25
AlF4Na,-0.6
Ag2CaGe2,0.27
Rh2Si2Tm,0.27
GeLiPm2,0.28
V,0.55
IrNd2Ni,0.38
HoNaTl2,0.23
Ga2IrRh,0.36
Ag2CdLa,0.49
HfPtSi,0.46
AuHo2Ru,0.36
Pd2Tb2,0.34
B4Co2Mo,0.25
Ga4Ni2Sc2,0.26
HfTc,0.33
Ca2Li4,0.29
Ba2Cu2F8,0.34
CePb3,0.34
Fe6Ge2Zr4,0.26
F3PbRb,0.33
DyPd,0.35
Cl6Gd2,0.28
Si2Y,0.58
SeTm,0.37
LuRh2Si2,0.26
Er2O8Ta2,0.28
AuCuZn2,0.5
As2Au2Ca2,0.3
Mo12N4Ni8,0.28
C2Sn2Zr4,0.24
As2Te2U2,0.26
Ce4Mg2Si4,0.15
Bi2ClErO4,0.29
B12Bi4O24,0.27
CaFe2P2,0.16
Bi2CoTm6,0.28
Ce3Pb,0.25
K2Li2O8S2,0.27
BeCaHf,0.34
AsGaRe,4.87
Na2OSb2Ti2,0.34
Al6Ca9O18,0.3
Ca2O2S2Zn2,0.3
Cu2F8Li2,0.37
As2Gd2O8,0.3
As2Rb6,0.36
CGeNi3,0.37
Hf2RhTc,0.3
AlMgTm2,0.23
LuRh2Sn,-0.02
Co2Tc6,0.29
BeCo2Si,0.26
BaHg2Tl,0.36
MgSc2Tc,0.38
Ti3Zn,0.29
AuCuSc2,0.35
Ca4Pd4Si4,0.28
Ba6Nb10O30,0.27
As3Sm,1.02
AgO2Sc,0.36
Mo2Si6,0.67
Ge3PdSr,0.29
Cd6Sm2,0.34
Dy2HgZn,0.34
BeGaO3,0.64
F6LiNNa2,0.2
Hf4Si2,0.21
HfN,0.31
BiCa3P,0.29
HfN2Zn,0.3
As4Mg2Si2,0.3
CLaPd3,0.86
Ba2Mg2Pb2,0.04
In3Sb,0.65
C2Al2Ta4,0.24
SbSn,0.3
C2K4O6,0.84
Hf2Pd,0.32
Rh5Tb,0.33
Rh3Sn3Yb3,0.37
Li5Tl2,0.31
SSm,0.31
Ca4,0.27
Au2Li6S4,0.27
MoO6Sr2Zn,0.33
Co3S2Sn2,0.26
N2Ni6,0.33
Cu3Se4V,0.26
CDy3Tl,0.36
Al4Y2,0.2
Al4Cu2O8,0.39
Ge8Li18,0.18
Bi2SeTe2,0.21
La3N6Ta2,0.28
Al3Pd3Tb3,0.32
O16Rb8S4,0.28
CuMnO2,0.34
O8Ta2Yb2,0.32
Bi2Mn2,0.27
Co7Fe9,0.28
H4Ti4,0.38
H6K3Re,0.17
DyO2Rb,0.25
Cu2Ge2Ti2,0.28
Mg6Sc2,0.28
Au2CeNa,-0.3
NbOs2Tm,0.31
MnRh2Ti,0.33
LuOs2Pa,0.41
Li2NdTl,0.19
Cd2LiPt,0.39
AsBaPd,0.32
LuMg2Pr,0.25
DyPrTl2,0.34
DySmTl2,0.34
MnYb3,0.26
Ac2HgSi,0.34
CsIr,0.33
Br6Cs2InLi,0.26
NTc,0.52
GeMnSc2,0.42
CRu,0.38
C3N,-28.01
CaHfO3,0.23
Cr3Fe,0.38
Cl2Pr2Te2,0.29
Cu4Si4Zr3,0.26
Ni2Si4Th2,0.27
NiRh2Sn,0.44
Ni5Tm,0.28
GdPtSb,0.3
NSr2,0.15
Ir3Sc,0.3
CePd2Zn3,0.32
Cd8Sb8,0.3
Cu4Sb2,0.33
Co2Na10O4S2,0.24
Er2Ni4,0.33
H2Mo2,0.19
Bi4Pt4Te4,0.33
Au2Bi2Sr2,0.82
BPd3Sm,0.5
FeSe4Ti2,0.21
Cs2Pd3S4,0.38
Nb4Se8,0.24
Br4Cl4Cu2Rb4,0.28
Ba6O18Ti6,0.27
Ca4In4Pd4,0.33
GaMn3N,0.26
CrFeZr,0.28
K2P2Zn2,0.21
GdO,0.33
CaF6Pd,0.16
CSi,0.16
Tl2,0.38
O8Zn4,0.31
Ag2GaMg,0.46
InLuRh2,0.32
Na2SbTl,0.17
HoMg2Sm,0.25
LiRh2V,0.3
Ca2CdTl,0.38
Ag2CdSm,0.5
FRe3,0.36
Ge3Nd,0.13
Nd2Sc6,0.26
GaRh2Tb,0.38
Hg6Si2,0.18
MgNa3,0.28
CaKO3,0.29
AlF6K2Li,0.24
Dy2IrZn,0.33
F6GaInRb2,0.43
CB2N,0.23
Ni,0.33
Hf2Tl,0.4
OSr,0.42
CGaPt3,0.58
Cu2In2,0.52
Bi2OSr4,0.23
CdMg5,0.34
S4Tm2,-2.39
Cu4La4Se8,0.28
Ge4Ni2Sr2,0.28
F6Pd2,0.25
CaGe2Rh2,0.25
TeYb,0.23
Ca12Cd8,0.28
Ge4Pt4Se4,0.27
Os4S8,0.21
Li3Pb3Yb3,0.15
CdIn2Te4,0.26
Ga3Pt2,0.36
MnPtSn,0.39
BiN2U2,0.26
Fe4S4Sb4,0.16
Cd4O8Rb8,0.33
Br2Li5N,0.25
Ga6Mg12,0.27
Na16Sb8Sn2,0.29
Ga4Nd4O12,0.3
Bi8Cu4O16,0.3
B2Co3Er,0.26
Br6Cs2W,0.39
Al2O8P2,0.36
Ag2I2,0.36
Pt2Tl4,0.36
BNiTe,0.71
O2Th,0.3
Pt4Si4,0.32
Al2Co2O6,0.29
Mo6Os2,0.32
As2BaMg2,0.21
As2Ba4O,0.26
Al2CoRu,0.25
Ru2TaZn,0.34
LuPbRh2,1.06
AgLa2Ru,0.44
AcHg2Sr,0.28
Sm6Y2,0.28
OsPm2Zn,0.36
Ag3Pd,0.35
N2Re2,0.23
Al3Hf,0.29
CoGa5Lu,0.29
Ga4Ti2Y,0.24
GeLi2Zn,0.18
Al6Th2,0.31
Al3Ni3Y3,0.37
Al2V6,0.47
Au2Th4,0.45
B14Li6O24,0.25
MnS,0.38
F5U,0.21
MgO6Sr2W,0.31
CaGe2Ru2,0.25
Ni4Sn2Zr4,0.3
In4Te4,0.26
B4Nb6,0.22
Ge4Pr4,0.2
Co2Nb8P2,0.29
Ga8RuU2,0.26
Dy2Fe2Si2,0.25
ClNSr2,0.26
H2Nb,0.3
C2As2V6,0.32
Cu5Zr,0.32
Li2Pt4,0.28
F4O2Ti2,0.28
C6Al2Ta8,0.25
Fe2LaSi2,0.23
Ru4Si4Ti4,0.32
H3EuLi,0.17
Ba2F6Ni,0.29
Ag3IS,2.05
Te3Zn3,0.28
As2Ni2,0.34
Co2Ge2Tm,0.27
CuY,0.29
B16La4,0.16
F3Fe4O5,0.29
S4Sc2,0.44
LiPm2Si,0.27
Fe6Si6Ti6,0.25
MgTcTm2,0.35
CuRuY2,0.32
Cd3Li,0.37
AlMgSc2,0.23
O3PdSi,0.35
Au2PbYb,0.41
Hg2SrTl,0.44
FIn2NSr6,0.44
Al,-7.22
Ge2K8O8,0.25
IrN,0.66
NPa,0.32
Li2PdSb,0.32
Te2V2,0.24
C4B4Ca2,0.22
N8Na4V4,0.34
CdCuSb,1.71
Be17Ti2,0.09
P32S24,0.3
Al8Sb8,0.24
S2Ta,0.15
Ba3O8V2,0.31
Fe11Si5,0.29
GeLi2PbS4,0.3
Eu4I8,0.26
Li6N2,0.22
H2I2Sr2,0.09
CeSe,0.17
Na2Te,0.02
AsCa3Cl3,0.25
F2S2Sm2,0.28
K8O16S4,0.29
N8Si4Sr4,0.35
CoGe2Re,0.55
Cl2ReRu,0.48
CaO2,0.29
Ce2,0.18
Pr3Tl,0.39
Cu2Ni6O8,0.3
Cu16O24,0.34
CS2Ta2,0.21
Al2Cu2Te4,0.3
As2BaCd2,0.25
Li2Na2S2,0.18
As2Pt2Sr2,0.32
CoHf2Tc,0.29
Pd2ScZn,0.57
BaO6Sb2,0.27
Al2CaGa2,0.29
IRu3,0.34
AuCd2Na,0.43
IrMgSm2,0.39
Cd2HoY,0.37
PrTl2Y,0.35
GaSi3,0.53
Nd4Si4,0.21
C2Os2,0.37
Fe6Ga6Sc,0.33
N2Ti4Zn2,0.23
O4Si2,0.28
In2N2Ti4,0.24
Ge4K2N6,0.26
Al3Er3Ge2Ni,0.22
ErIn3,0.34
Pt2Si,0.35
Co6P3,0.36
Au2Si2Th,0.37
Ba8Mn4Te12,0.27
Al12Mn2,0.23
Ga2LiRu,0.32
ReTi,0.36
CuZr,0.38
In4Pt4Sr4,0.32
CMo,0.22
H3BeNa,0.2
H3KMg,0.16
SbTb,0.24
Au2Nb6,0.35
CeIr5,0.23
Ni4Sb2Zr2,0.32
B16Mg4,0.21
Cu6P2S8,0.3
Ga4Mg2O8,0.3
Cu4Sb4Sr2,0.34
CrF3K,0.17
CoNbSn,0.56
Pd3Tl,0.4
CsK2Sb,0.24
InNi4Zr,0.32
Bi2La2O6,0.37
Ho2IrRh,0.33
MoPtTi2,0.3
AgPtSr2,0.29
Ga2Li3,0.14
GaNd2Zn,0.29
OsRuZr2,0.31
OsSi2Tc,0.33
N4W2,0.34
CrNi3,0.29
Co2NiSe4,0.3
Pd5SeZn,0.35
CBaN2,0.39
Ca6Co2N6,0.26
CeO,0.23
AlAu2Sc,0.41
Hg2Na,0.44
CW,0.32
Al2N2,0.25
Cs2F6NaY,-0.82
Li56N32Ta8,0.19
Mo6Sb14,0.29
Al2O15Ti7,0.31
AlPd2Sc,0.36
Al4Ca,0.29
Ge8Li30,0.22
PrSb,0.26
Co2O2,0.38
CTb3Tl,0.38
As4Rh6Yb,0.34
Cr2N2Nb2,0.26
Ba4P4Pt4,0.33
AlAs,0.26
Na4O12Sb4,0.21
Br6Cs2Ti2,0.3
Ba2BiO6Y,0.25
H8N4Na4,0.26
H4CaRb2,0.2
Cl4CrCs2,0.27
O8Zr4,0.3
Au6O4Rb10,0.27
PaRh3,0.32
Ga2S4Zn,0.23
Mg8O24Si8,0.22
Al2BaTe4,0.25
Au2Cs6O2,0.38
As4Sn2Zn2,0.26
AgCdSb,0.46
Br10Nb2,0.31
Mg4Sn2,0.67
Cs2F6NaSc,-0.02
KMoRu2,0.31
H4Li4S4,0.33
Er16O24,0.3
K2Sb2Zn2,0.21
Dy2O2Se,0.37
La2S6Yb2,0.35
Al8Hf12,0.27
Ca4Mg4Pb4,0.21
AlCo2Sc,0.24
CdInSr2,0.55
